filename,duration,label,AUC,max_freq,spectral_centroid,band_energy_ratio_800,band_energy_ratio_1600,one_ratio_band_energy_freq,power_bandwidth,kurtosis,skewness,zcr,spectral_entropy,spectral_skewness,spectral_spread,fundamental_frequency,interquartile_range,turning_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5
1-103298-A-9.wav,11986,crow,0.03889092131310902,114.05806774570333,2708.159433244737,0.5697380948230031,1.4220305607226598,1472,5529.976639412648,4.617709571882196,0.43864654893016725,0.09844818955448023,0.7168756487545019,0.8611128975324385,2248.5978317873646,36.799065420560744,0.0988270714879036,0.27932588019355914,-125.309944,152.56552,31.632324,38.62095,24.56988
1-103298-A-9.wav,4034,crow,0.01807812744057039,1459.4323252354982,2905.5965469893677,0.0066292638314962606,3.638702227883444,1455,2678.35894893406,0.29466955985621723,-0.004948053504800515,0.15319781854238967,0.6485883658852071,1.1093535577166365,2051.0414421708565,1268.75,0.1604368146508932,0.289786812097174,-120.83906,27.364304,-122.634674,-16.079037,-18.079002
1-103298-A-9.wav,7868,crow,0.022532395496954162,1314.3683274021353,3290.7001482419896,0.018829387199559528,7.758264718705662,1332,4492.393238434164,5.109022572935071,-0.17654531110756194,0.11082867310625318,0.6657772155226893,0.8872132001190646,2579.0139807331902,1107.2654462242563,0.0478263427503407,0.3289273004575496,-117.34831,65.590195,-54.3358,1.6512818,-17.260557
1-103298-A-9.wav,4823,crow,0.015030983024067721,1421.8432510885339,4045.5810401096733,0.010141289250359767,2.2394398839012246,1423,5897.677793904208,4.069321512626189,-0.0820063258266639,0.22558573501969728,0.7717627182661263,0.40984817612325714,2572.430254318774,1171.1203319502074,0.09958636201918125,0.444743935309973,-55.04586,-17.527508,-57.466087,-17.347103,-20.024555
1-15689-A-4.wav,7865,frog,0.03173899277122161,2060.6166560712013,2475.857653097841,2.929141555619201e-05,0.00871112647199755,2095,364.46280991735534,3.951339655426783,-0.035071726074973414,0.18436109345200255,0.5856135248738423,3.1023562592033196,1370.0626813320785,1901.5390485881455,0.08589101582765579,0.19745708836617928,-169.21063,-17.787136,-143.75542,-33.243122,28.067806
1-15689-A-4.wav,7808,frog,0.03327410360446552,2061.5394467213114,2662.6889908261737,3.478617384331419e-05,0.006937033306040563,2116,372.77151639344265,4.085696420376802,-0.03373851153720999,0.1869877049180328,0.5892080756472627,2.597441923561754,1638.1184906092674,1918.0053804765566,0.09019393939524889,0.20888831967213115,-150.99191,-28.843372,-119.95653,-28.784214,29.094997
1-15689-B-4.wav,7794,frog,0.030546422551351447,2150.1154734411084,2327.670551011529,1.0897783401360805e-05,0.007699429929392508,2145,342.3210161662819,3.795236114945202,-0.03087700343614983,0.18681036694893507,0.5651427590527073,3.547687482844948,1015.8524452581117,1949.7497433264887,0.08643637411296368,0.1901462663587375,-167.99368,15.952062,-138.25064,-6.6243124,25.63704
1-15689-B-4.wav,7645,frog,0.028804199492500078,2160.2943100065404,2322.6622690384106,1.9115228098910944e-05,0.00846700851269425,2126,346.1085676913017,3.6256675471307247,-0.031111434212100175,0.18639633747547416,0.5765668866029071,3.893622418049417,1059.494531526719,1907.229782779377,0.08392227441072464,0.19045127534336168,-184.0524,6.209086,-145.86584,-13.097236,32.882553
1-17970-A-4.wav,6323,frog,0.07666791103080053,1471.6273920607307,2148.836727424158,0.015559500455968097,1.5246780410840142,1514,477.75581211450276,0.1614607389558591,-0.005268848918151787,0.13189941483473036,0.6106312256020946,2.4863258091665923,1546.3185960387523,1381.613924050633,0.39220768213272095,0.15151035900680057,-125.0972,66.202034,-145.34,-38.36649,43.547676
1-17970-A-4.wav,4831,frog,0.03838453730661211,1634.0095218381286,2211.310010117604,0.0024632202098571654,1.3081359230778877,1576,424.4773338853238,1.902013085609899,-0.05701454346625872,0.1486234734009522,0.5662878705819544,2.3926001658253457,1340.1944161567021,1406.6694283347142,0.18213875591754913,0.1668391637342165,-212.98914,68.04817,-77.68187,-21.904716,18.842997
1-18074-A-6.wav,4999,hen,0.037877126641427956,749.8499699939988,2015.2764310075365,1.875832795244167,6.672377962111078,751,1305.6211242248448,0.3492416384900672,0.0502043187873832,0.10502100420084017,0.5453370103447877,2.3838352142601105,1812.6261313598905,714.9919935948759,0.26070746034383774,0.21284256851370273,-24.068178,70.5038,-102.78717,-56.698814,-41.08966
1-18074-B-6.wav,2395,hen,0.042084301059031874,745.741127348643,2142.9460110097752,84.61085869185969,,747,18.413361169102245,-0.6503806252762172,0.03301758009988865,0.09102296450939457,0.2540647754142917,1.9333395320289455,2012.4734657374624,746.6764214046823,0.5981519520282745,0.24091858037578287,-82.18372,50.8657,-86.277214,-33.708748,-51.12685
1-18755-A-4.wav,13375,frog,0.02091996964374001,1909.0766355140188,2375.7453502482394,0.01344724600108789,0.2297705191706291,1997,2845.4803738317755,4.654630095449941,-0.16757120004900547,0.18504672897196262,0.7271013842890747,2.021955827517227,1364.4051217573606,913.5282680227341,0.0422748401761055,0.22414953271028037,-110.91331,93.66889,-111.7886,-53.08545,-44.941635
